category,title,content,gpt3
business,Aids And Climate Top Davos Agenda,"Climate change and the fight against Aids are leading the list of concerns for the first day of the World Economic Forum in the Swiss resort of Davos. Some 2,000 business and political leaders from around the globe will listen to UK Prime Minister Tony Blair's opening speech on Wednesday. Mr Blair will focus on Africa's development plans and global warming. Earlier in the day came an update on efforts to have 3 million people on anti-Aids drugs by the end of 2005. The World Health Organisation (WHO) said 700,000 people in poor countries were on life-extending drugs - up from 440,000 six months earlier but amounting to only 12% of the 5.8 million who needed them. A $2bn ""funding gap"" still stood in the way of hitting the 2005 target, the WHO said. The themes to be stressed by Mr Blair - whose attendance was announced at the last minute - are those he wants to dominate the UK's chairmanship of the G8 group of industrialised states. Other issues to be discussed at the five-day conference range from China's economic power to Iraq's future after this Sunday's elections. Aside from Mr Blair, more than 20 other world leaders are expected to attend including French President Jacques Chirac - due to speak by video link after bad weather delayed his helicopter - and South African President Thabo Mbeki, whose arrival has been delayed by Ivory Coast peace talks. The Ukraine's new president, Viktor Yushchenko, will also be there - as will newly elected Palestinian leader Mahmoud Abbas. Showbiz figures will also put in an appearance, from U2 frontman Bono - a well-known campaigner on trade and development issues - to Angelina Jolie, a goodwill campaigner for the UN on refugees. Unlike previous years, protests against the WEF are expected to be muted. Anti-globalisation campaigners have called off a demonstration planned for the weekend. At the same time, about 100,000 people are expected to converge on the Brazilian resort of Porto Alegre for the World Social Forum - the so-called ""anti-Davos"" for campaigners against globalisation, for fair trade, and many other causes. In contrast, the Davos forum is dominated by business issues - from outsourcing to corporate leadership - with bosses of more than a fifth of the world's 500 largest companies scheduled to attend. A survey published on the eve of the conference by PricewaterhouseCoopers said four in ten business leaders were ""very confident"" that their companies would see sales rise in 2005. Asian and American executives, however, were much more confident than their European counterparts. But the political discussions, focusing on Iran, Iraq and China, are likely to dominate media attention.","The world's business and political elite are due to sit down for the annual meeting of the World Economic Forum in Davos, Switzerland, on Thursday. This year's summit is expected to focus on the threat of a flu pandemic, globalisation and climate change. More than 2,500 people from more than 100 countries are due to attend, including nearly 200 heads of state or government and 400 chief executives. The four-day event is organised by the Swiss-based forum which was set up in 1971 to improve the quality of international economic cooperation. The theme for this year's meeting is ""mastering the two crises: accelerating growth and improving the world's wellbeing"". In a report released before the meeting, the forum predicted that world growth would rise from 3% in 2004 to 4.3% in 2005 and 4.7% in 2006. It also said that despite recent volatility in financial markets, there were ""glimmers of hope"" for sustained global economic recovery. The forum's chairman, Klaus Schwab, said: ""As we begin 2005, there is an increasing probability that we will see sustained economic growth after more than a decade of 'lost decades' for many countries."" However, he warned that this recovery risked being blown off course unless urgent action was taken on two key issues - energy and climate change. ""Climate change and energy supply are two crises that threaten to block any sustained economic recovery,"" he said. Mr Schwab called for an agreement on greenhouse gas emissions at a"
business,Soaring Oil 'Hits World Economy',"The soaring cost of oil has hit global economic growth, although world's major economies should weather the storm of price rises, according to the OECD. In its latest bi-annual report, the OECD cut its growth predictions for the world's main industrialised regions. US growth would reach 4.4% in 2004, but fall to 3.3% next year from a previous estimate of 3.7%, the OECD said. However, the Paris-based economics think tank said it believed the global economy could still regain momentum. Forecasts for Japanese growth were also scaled back to 4.0% from 4.4% this year and 2.1% from 2.8% in 2005. But the outlook was worst for the 12-member eurozone bloc, with already sluggish growth forecasts slipping to 1.8% from 2.0% this year and 1.9% from 2.4% in 2005, the OECD said. Overall, the report forecast total growth of 3.6% in 2004 for the 30 member countries of the OECD, slipping to 2.9% next year before recovering to 3.1% in 2006. ""There are nonetheless good reasons to believe that despite recent oil price turbulence the world economy will regain momentum in a not-too-distant future,"" said Jean-Philippe Cotis, the OECD's chief economist. The price of crude is about 50% higher than it was at the start of 2004, but down on the record high of $55.67 set in late October. A dip in oil prices and improving jobs prospects would improve consumer confidence and spending, the OECD said. ""The oil shock is not enormous by historical standards - we have seen worse in the seventies. If the oil price does not rise any further, then we think the shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report. ""The recovery that was underway, and has been interrupted a bit by the oil shock this year, would then regain momentum in the course of 2005."" China's booming economy and a ""spectacular comeback"" in Japan - albeit one that has faltered in recent months - would help world economic recovery, the OECD said. ""Supported by strong balance sheets and high profits, the recovery of business investment should continue in North America and start in earnest in Europe,"" it added. However, the report warned: ""It remains to be seen whether continental Europe will play a strong supportive role through a marked upswing of final domestic demand."" The OECD highlighted current depressed household expenditure in Germany and the eurozone's over-reliance on export-led growth.","Oil prices are having a devastating effect on developing economies, the World Bank has warned. In a new report it says that the 50% rise in world oil prices since 2002 is hitting poor countries hardest. The World Bank says that many countries are facing economic crises as a result of the huge rise in the price of oil. It blames the phenomenon on both the oil price hike and flat growth in the global economy. The World Bank's report - The Macroeconomic Impact of Oil Price Shocks - says that the steep rise in oil prices since 2002 has had a ""devastating impact"" on developing economies. ""Oil price shocks seriously hurt growth, incomes and welfare in many developing countries,"" said June Tabor, the author of the report. She added: ""Higher oil prices amplify the adverse impact of other shocks such as financial crises and droughts, leading to deeper recessions and slower growth in many developing countries."" The report says that the impact of these shocks is made worse by a failure to diversify economies away from their reliance on primary resources such as oil. It also highlights what it sees as an insufficiency of global safety nets such as emergency funds, like those introduced after the Asian economic crisis of 1998. The World Bank says that despite repeated warnings, many developing nations have failed to put in place measures to insulate themselves against volatile world commodity prices. It says that governments need to plan ahead for such shocks by keeping bigger reserves and building up stocks of raw materials and food. The"
business,Bank Opts To Leave Rates On Hold,"The Bank of England has left interest rates on hold at 4.75% for a sixth month in a row. The Bank's Monetary Policy Committee (MPC) decided to take no action amid mixed signals from the economy. But some economists predict a further rise in the cost of borrowing will come later this year. Interest rates rose five times between November 2003 and August 2004 as soaring house prices and buoyant consumer data sparked inflation fears. Bank of England governor Mervyn King has recently warned against placing too much weight on one month's economic data, suggesting the MPC is waiting for a clearer picture to emerge. Economists see next week's inflation report from the MPC as key in assessing whether a further interest rate rise is necessary to keep the economy in check. Slower consumer spending and a quieter housing market are likely to have convinced the MPC that rates should be left unchanged in recent months. Inflation, however, has been rising faster than expected, hitting an annual rate of 1.6% in December - its highest level in six months. Data on Wednesday also showed manufacturing output rose at its fastest rate since May last month, reinforcing a view that economic growth was stronger than forecasts. And recent house surveys from the Halifax and Nationwide have indicated prices are still rising, albeit at a slower pace than in recent years. Philip Shaw, chief economist at Investec Securities, said he believed rates would remain at 4.75% for the rest of the year although strong economic data could lead to a further hike. ""The economic landscape has changed quite considerably over the last couple of months, "" he said. ""Growth appears stronger and the MPC may become more concerned about inflation trends."" Howard Archer, economist at Global Insight said the MPC ""may well consider that the balance of risks to the growth and inflation outlook have moved from the downside to the upside"". Business groups welcomed the MPC's widely-expected move to leave rates on hold and cautioned against further rises. The British Chambers of Commerce (BCC) said it was ""concerned by the clamour in some quarters"" for early interest rate increases. ""We believe that these demands should be firmly resisted,"" said David Frost, BCC director general. ""Manufacturing still faces extremely serious problems and is performing poorly, in spite of the recent revised figures."" Ian McCafferty, chief economist at the CBI, said the MPC faced an ""interesting"" challenge. ""Consumers appear to have pulled in their horns over the holiday period, and exporters are struggling with the strength of sterling,"" he said. ""However, the broader economy continues to show healthy growth, and the tight labour market and buoyant commodity prices are nudging inflation higher.""","The Bank of England's Monetary Policy Committee (MPC) has left interest rates unchanged at 4.5% despite growing pressure to cut borrowing costs. The nine-member panel voted by a majority of six to leave rates unchanged but only three of its members voted to increase rates. The pound fell sharply on the news and was trading at just under $1.60 just after the announcement. Analysts said the MPC had been forced to take into account recent strong economic indicators when making its decision. ""Given that there is little to be gained from further tightening at this stage, some members thought that there was a case for reducing Bank rate by 25 basis points,"" said Adam Posen, a member of the monetary policy committee. ""I think it was the wrong decision."" Analysts said the announcement would help support the UK's economy through the summer months and provide further support to house prices which have seen a recent rebound. The Office for National Statistics (ONS) reported last week that UK house prices rose 1.6% in July - their first increase since December 2003 - bringing the total rise this year to 1.9%. Halifax reported last week that average UK house prices had risen 5.8% in the 12 months to August, their strongest growth since October 2003. Sterling fell almost a cent against the US dollar following the announcement, from $1.6011 before the decision to $1.5944 just after it was announced. Against the euro, sterling fell from 88.87 p"
entertainment,Outkast Win At Mtv Europe Awards,"US hip-hop duo OutKast have capped a year of award glory with three prizes at the MTV Europe Music Awards in Rome. They won best group, best video and best song for hit Hey Ya! after getting five nominations. R&B singer Usher won best male and best album for Confessions, while UK rock band Muse were named best alternative act and best British artists. OutKast will add their awards to the four they won at the US MTV Awards in August and three Grammys in February. Not only was Hey Ya! one of the biggest global hits of last year, but OutKast have been widely acclaimed as one of the most exciting and innovative acts in music. Their double CD album Speakerboxxx/The Love Below, which saw Andre 3000 and Big Boi each produce one disc, was hailed as the album of 2003 by many critics. Andre 3000 thanked fans ""for supporting OutKast throughout the years"". ""We really appreciate it,"" he said. ""I hope you don't get tired of us, but we only do what we do."" Also competing for best group had been the Beastie Boys, the Black Eyed Peas, D12 and Maroon 5. And Anastacia, Britney Spears, Maroon 5 and Ludacris had been on the shortlist for best song. OutKast did lose out in the contest for best album - which was won by Usher, another award favourite. Usher, who performed a duet with Alicia Keys, also beat off competition from Justin Timberlake, Jay-Z, Nelly and Robbie Williams to take the best male crown. He had four nominations going into the ceremony, with seven artists nominated in three categories. Eminem's group, D12, were surprise winners in the best hip-hop category, beating the Beastie Boys, Jay-Z, Kanye West and Nelly. Eminem told the crowd: ""D12 finally won an award, thank you very much."" The rapper opened the show with a performance of his songs Like Toy Soldiers and Just Lose It, for which he was joined on stage by a crowd of children. The Black Eyed Peas - who had a global hit with Where is the Love? - picked up the prize for best pop act, beating Anastacia, Avril Lavigne, Robbie Williams and Britney Spears. Spears was named best female, sending a message of thanks on video saying the award ""means so much to me"". Alicia Keys, Anastasia, Avril Lavigne and Beyonce Knowles had featured alongside her in that contest. Linkin Park singer Chester Bennington described their prize for best rock band as ""quite an honour"" while Muse said their win for best alternative act was ""a real surprise for us"". Muse were also named best UK and Ireland act, ahead of Franz Ferdinand, Natasha Bedingfield, Jamelia and The Streets. Referring to the fact that winners of 11 of the 12 main awards were from the US, Muse singer Matt Bellamy said: ""There needs to be more European bands."" The 11th annual awards were hosted by hip-hop artist Xzibit and watched by 6,000 people at the Tor Di Valle arena, plus millions more on TV around the world. The ceremony featured performances from the Beastie Boys, who entered the stage on bicycles and skateboards, No Doubt singer Gwen Stefani being lowered from a giant clock and Nelly doing a duet with Pharrell Williams. MTV also organised a huge open-air concert featuring Anastacia and The Cure outside the Italian capital's ancient Colosseum, with some estimates putting the attendance there at 200,000. Last year's big winner at the MTV Europe Awards, held in Edinburgh, Scotland, was Justin Timberlake, who walked away with three trophies.","Outkast took home two prizes at this year's MTV Europe Music Awards in Lisbon. The hip hop duo won best rap act and best video for The Whole World. Britney Spears performed her new single Toxic and also took home three prizes. She won the award for best dance and most wanted female act while her video won best special effects. Madonna also performed her new single Hung Up, which was named best electronic dance music (EDM) song. The former US chart topper took home the prize for best music video at the 2003 MTV Europe Music Awards held in Copenhagen, Denmark. Madonna's song Die Another Day theme tune, which she recorded with Mirwais, also won best soundtrack. The awards, which are voted for by viewers in 25 countries across Europe, were hosted by presenters including Britney Spears herself, Holly Valance and Joss Stone. Madonna said she was ""delighted"" to be back in Portugal, where she performed at the 1995 MTV Europe Music Awards. She added: ""It's good to be back 13 years later and the audience has grown considerably."" The Queen of Pop also revealed she had ""always"" wanted to record a Bond song. ""It was fantastic - I loved it. I hope I get to do it again."" Pop star Robbie Williams also took to the stage in Lisbon to perform his latest hit Feel which is currently number one in the UK charts. He told the crowd: ""It is an honour and a privilege to be here."""
entertainment,Vera Drake Leads Uk Oscar Hopes,"Mike Leigh's film Vera Drake will lead British hopes at this year's Academy Awards after getting three nominations. Imelda Staunton was nominated for best actress for her role in the abortion drama, while Leigh received nods for best director and original screenplay. Kate Winslet was also nominated in the best actress category for her role in Eternal Sunshine of the Spotless Mind. And Clive Owen and Sophie Okonedo both got nominated for supporting roles in Closer and Hotel Rwanda respectively. Owen has already been made bookmakers' favourite for best supporting actor for the role in Closer that has already clinched him a Golden Globe award. And it is the first nomination for actress Okonedo, chosen for her performance in Hotel Rwanda, about the 1994 Rwandan genocide. It is also a debut nomination for Staunton, 49, who told BBC News 24 she had not thought the film would appeal to Academy voters. ""It was an extraordinary time making the film and I can't believe what has happened this morning,"" she said. ""I hope it just shows Mike up to be the extraordinary filmmaker he is. ""We are also dealing with a very difficult subject matter and it is amazing to have it accepted in this way."" Leigh, who had previously received three Oscar nominations for Secrets and Lies and Topsy Turvy, told BBC News 24 the latest success was ""amazing"". He said: ""We hoped that Imelda Staunton would get a nomination but I never expected to get director and screenplay. It's just absolutely wonderful. ""I think people are aware that it's about life - and I hope it is the warmth and compassion that really talks to people."" Winslet said she was ""ecstatic"" about the fourth nomination of her career. ""Being nominated means so much to me. To be nominated for a film that was released a while ago, I feel so honoured and overwhelmed,"" she said. John Woodward, chief executive of the UK Film Council, said it was ""extremely heartening"" to see British filmmaking talent recognised on the global stage. ""Britain has a hugely talented industry and these nominations show why National Lottery investment in film pays major dividends for our culture and economy."" Among a total of 24 British nominees, composer Andrew Lloyd Webber and lyricist Charles Hart are up for best original song for Learn To Be Lonely, from The Phantom of the Opera movie. Cinematographer John Mathieson, who was nominated for Gladiator in 2001, is also up for The Phantom of the Opera. And Finding Neverland has garnered two more nominations for Brits. Gemma Jackson, who has also worked on Bridget Jones's Diary and Iris, is up for art direction while costume designer Alexandra Byrne, whose previous films have included Captain Corelli's Mandolin and Elizabeth, is in the running. The UK has two contenders in the best live action short film category. Wasp was made by ex-children's TV presenter Andrea Arnold while Little Terrorist is the work of Ashvin Kumar. This year's awards will be handed out in Hollywood on 27 February.","Vera Drake, the true-life drama about a backstreet abortionist, has led the race for Britain's top film honours for most of this year. And the film, written and directed by independent film-maker Mike Leigh, is widely tipped to grab a clutch of Oscars when they are handed out in Hollywood next month. Vera Drake has 11 nominations from the British Academy of Film and Television Arts (BAFTA) including best film and director. It is one of two films nominated in all main categories at next month's Oscars. Charlie and the Chocolate Factory, directed by Tim Burton, has 10 nominations including best director and best cinematography. But despite its success in Britain there are few expectations that Vera Drake will score any big wins in Hollywood. The film, which stars The Last Emperor's Lily Liu, is not even shortlisted for best foreign language film at the Oscars. And it faces a tough challenge from Pan's Labyrinth, from Mexico, and The Sea Inside, from Spain, for the award for best original screenplay. For its part, The Sea Inside has 13 nominations from Italy's David di Donatello awards including best film. And Pan's Labyrinth has been shortlisted for best foreign language film at this year's Golden Globes. In an unexpected twist, the teenage comedy Harry Potter and the Goblet of Fire is widely tipped to win best animated film when the Oscar shortlist is announced later this month. But Mike Leigh is favourite to score a victory among his fellow directors"
entertainment,Charity Single For Quake Relief,"Singers including Sir Cliff Richard and Boy George are recording a charity single to help raise funds for victims of the Asian tsunami. They hope the song will raise more than £2m for the relief fund. The song, titled Grief Never Grows Old and described as a melancholy ballad, was written by radio DJ Mike Read. Former Boyzone singer Ronan Keating may also take part if a studio can be found close to where he is holidaying in Switzerland. Other music stars being approached include Robin and Barry Gibb of The Bee Gees, jazz sensation Jamie Cullum, Chris Rea and Olivia Newton-John. Sir Cliff has recorded his vocal part in Barbados, while Boy George has recorded his in New York. Read wrote the song before the Boxing Day tragedy but had thought it was too gloomy to release. Now he plans to have it recorded by a collection of pop stars under the name One World Project. ""It's a natural home for it because people kept saying to me, 'it's such a good song', but it's such a sad song,"" Read said. He said the song was a slow ballad and would work with around 10 singers, rather than a ""sing-along"" like the Band Aid 20 single raising money for famine relief in Africa. The backing track has already been recorded and organisers hope it can be finished within the next week to get it into record shops as soon as possible. Read went to the Disasters Emergency Committee (DEC), which is co-ordinating the British relief effort, with the idea the day after Boxing Day. ""I was totally shocked at the enormity and suddenness of the disaster and in tears on seeing the orphaned children wandering aimlessly in search of their parents,"" he said. Read said all the funds raised by the record would go to the DEC. ""I'd only be pleased in terms of what it meant for sales if it got to number one,"" he added. The charity welcomed the news of the single and said money raised would help its agencies working in the affected region to rebuild survivors' lives and livelihoods.","A charity single featuring some of music's biggest names is to be released to raise money for victims of the Asian tsunami. The song, Do They Know It's Christmas, was originally written in 1984 to raise money for famine relief in Ethiopia. Band Aid's original members - including Sir Bob Geldof and Midge Ure - along with other musicians, will record a new version of the song on 4 December. Other stars expected to take part include Coldplay, U2, James Brown and Cara Dillon. The original Do They Know It's Christmas was an international hit, selling three million copies. The new version will be recorded at Sarm Studios in London and producers are expected to approach other artists to take part. The 1985 original of Do They Know It's Christmas was written by Geldof and Midge Ure to raise money for Ethiopia. It featured Bono, Sting, Paul Weller, Cliff Richard and Chris Rea among others, and went on to win a 1985 BRIT Award for best single. The track was re-recorded in 1989 as Where Do They Know It's Christmas, featuring stars such as Elton John, Phil Collins, Paul McCartney and Cliff Richard. All proceeds from the new single will go to the Band Aid Trust, which was set up by Sir Bob Geldof in 1984 and closed in 1994. A spokesman for Band Aid Trust said it was too early to say how much the new record would raise but the original had been ""huge"". """
entertainment,Briton Wins Short Film Oscar,"Three of the five nominees in the live-action short film category at this year's Oscars were British. For Andrea Arnold, who won the category, Ashvin Kumar and Gary McKendry the past month has thrust them from relative obscurity into the limelight. Arnold's gritty drama Wasp is about a single mother living on the breadline, while Kumar's Little Terrorist follows a young Pakistani Muslim boy, who gets stuck on the wrong side of the heavily armed Indian border. McKendry's entry, Everything In This Country Must, forces British soldiers and Catholics to challenge their relationship during the troubles in Northern Ireland. Last week, the trio attended an official screening of all the nominated short films at the Academy's headquarters in Beverly Hills. ""I felt so privileged to have a thousand people watching my film on the biggest screen I've ever seen,"" says Arnold. Set in her native Dartford, Wasp tells the story of a young mum, who, unable to find a babysitter, leaves her four young daughters outside a pub while she's on a date. The image that sparked the film was that of a wasp crawling into a baby's mouth. ""The other nominees said they made their films for this reason or that - they had something to say. But I just start with an image I can't shake off, work outwards from that and see what comes out,"" she explains. Since she presented children's TV shows Number 73 and Motormouth in the 1980s, Arnold has kept a low profile and is having trouble adapting to this sudden onslaught of attention. ""I'm not interested in the publicity. It's not my personality. I'm overwhelmed by all the fuss,"" she said. ""It's all a bit like a beauty contest - all the films are great and so different. ""But even though my film has won 30 awards worldwide (including one at Sundance last month), I'd still be proud of it - even if it hadn't won any."" Asked what the nomination means to her, Arnold says she feels ""flattered and honoured"". ""We've all been overwhelmed by the response and can't get it in perspective yet. I'm still reeling."" And she won't commit to an opinion of Hollywood yet. ""I'm just in the middle of it, living moment to moment, day to day."" But despite her reservations about the Academy Awards and the media frenzy that surrounds it, she accepts that it has opened doors for her. ""People will definitely listen to what I want to do now, and the phone didn't stop ringing for a week after I got nominated."" As for the future, Arnold firmly believes that you often get a stronger vision of the world with short films. ""You're left more to your own devices, without people interfering as much."" That said, she is currently working on a feature film with Dogville and Dancer In The Dark director Lars Von Trier.","A Briton has won an Oscar for best short film, while two others have picked up nominations in the main categories. Chris Heames won the best live action short film award for his film The Sea, about a deaf boy and his father trying to save a fishing boat. Meanwhile, Ed Blumquist and Andrew Bowler picked up nominations for sound editing and sound mixing for The Chronicles of Narnia: The Lion, The Witch and the Wardrobe. They both worked at Pinewood Studios in Buckinghamshire. Mr Heames, who made The Sea in Cornwall, said he was ""totally thrilled"" to win. ""All you can do is hope that your name is called out,"" he said. ""It's great to be recognised by your peers."" ""I'm looking forward to a shot of tequila,"" he added, speaking on the phone from a bar in Los Angeles. The Sea was nominated against Blindness, Jesus' Donkey, Lambs of God and Water - A Dangerous Film. Mr Heames made the film with producer John Barnes, who runs Storm Studios in Portscatho, Cornwall, where the production was filmed. Mr Barnes said: ""We are absolutely thrilled for Chris and everyone involved in making The Sea. ""It's been an amazing journey and it just goes to show that Cornwall can be at the centre of world-class filmmaking."" The Sea has been shown in 30 countries, including China and Russia, has won 13 awards and has been shortlisted"
entertainment,Surprise Win For Anti-Bush Film,"Michael Moore's anti-Bush documentary Fahrenheit 9/11 has won best film at the US People's Choice Awards, voted for by the US public. Mel Gibson's The Passion of the Christ won best drama, despite both films being snubbed so far at US film awards in the run-up to February's Oscars. Julia Roberts won her 10th consecutive crown as favourite female movie star. Johnny Depp was favourite male movie star and Renee Zellweger was favourite leading lady at Sunday's awards in LA. Film sequel Shrek 2 took three prizes - voted top animated movie, top film comedy and top sequel. In television categories, Desperate Housewives was named top new drama and Joey, starring former Friends actor Matt LeBlanc, was best new comedy. Long-running shows Will and Grace and CSI: Crime Scene Investigation were named best TV comedy and TV drama respectively. Nominees for the People's Choice Awards were picked by a 6,000-strong Entertainment Weekly magazine panel, and winners were subsequently chosen by 21 million online voters. Fahrenheit 9/11 director Michael Moore dedicated his trophy to soldiers in Iraq. His film was highly critical of President George W Bush and the US-led invasion of Iraq, and Moore was an outspoken Bush critic in the 2004 presidential campaign inwhich Democratic challenger John Kerry lost. ""This country is still all of ours, not right or left or Democrat or Republican,"" Moore told the audience at the ceremony in Pasadena, California. Moore said it was ""an historic occasion"" that the 31-year-old awards ceremony would name a documentary its best film. Unlike many other film-makers, Passion of the Christ director Mel Gibson has vowed not to campaign for an Oscar for his movie. ""To me, really, this is the ultimate goal because one doesn't make work for the elite,"" Gibson said backstage at the event. ""To me, the people have spoken.""","A film attacking the US President's ""war on terror"" has won the prestigious Venice film festival's top prize. Michael Moore's Fahrenheit 9/11 beat four other films to win the Golden Lion award at the end of Saturday's ceremony. The documentary, which opened in US cinemas last month, has been criticised by President Bush as ""sick"" and ""distorted"". But the film - produced by a left-wing documentary maker - won more applause than any other at Saturday's ceremony. The film, which is likely to be a major Oscar contender, paints a damning portrait of President Bush and his administration. It examines how President Bush came to win Florida in 2000, the war in Iraq and its aftermath and how he may win re-election in 2004. It has already broken box office records for documentaries, taking $22m in its first weekend. Before going on general release it was shown only in special ""showings"" - often in cinemas with both large and small screens - that campaigners held across the country. In New York, 30,000 people saw it at these special screenings - more than saw it at the Venice and Toronto film festivals combined. The film's producer, Marc Shmuger, said: ""What is clear already is that Michael Moore has created a cultural event."" He added that it had already become part of the election debate and was ""one of the things that is going to help define the presidential election"". The film was shown at the end of"
entertainment,Tautou Film Tops Cesar Prize Nods,"French film A Very Long Engagement has received 12 nominations for France's Cesar film awards, despite a recent ruling it was ""not French enough"". The World War I romantic drama starring Audrey Tautou, was recently ruled ""too American"" by a Paris court as it was partially backed by Warner Bros. But the Cesar organisers modified their rules to allow the film to compete. The film, directed by Jean-Pierre Jeunet, received best actress, picture and director nominations. Last November a court judged the film was too American to compete in French film festivals. Two associations of French producers challenged Jeunet's right to French government subsidies, because Warner Bros was a backer. The ruling meant the movie - which was filmed in France and used French actors and technicians - was not eligible to compete for French prizes. But Alain Terzian, president of Cesar organisers, the Academie des Arts et Techniques du Cinema, said the changes in eligibility rules, which allow films ""of French expression"", were made three months prior to the court decision. Other films in the best film category include Police drama 36, Quai Des Orfevres, Arnaud Desplechin's Kings And Queen, Abdellatif Kechiche's L'Esquive and France's number one film at the 2004 box-office The Chorus. Best actors are Daniel Auteuil for 36, Mathieu Amalric for Kings And Queen, Gerard Jugnot for The Chorus, Philippe Torreton for L'Equipier and Benoit Poelvoorde for Podium. Tautou will compete against Maggie Cheung , Emmanuelle Devos, Yolande Moreau and Karin Viard for best actress. Michael Moore's Fahrenheit 9/11, The Motorcycle Diaries, Lost in Translation, Eternal Sunshine of the Spotless Mind and 21 Grams are all vying in the best foreign film prize. The awards ceremony will be held on 26 February. This year, Will Smith, star of I, Robot, Independence Day and Men In Black, will be given an honorary Cesar, along with French singer/actor, Jacques Dutronc.","Camelot, the lavish musical co-produced by Hollywood studio Warner Bros, has dominated the race for France's top film award, the Cesars. The lavish medieval film was named best French film and gained 11 further nominations for Sunday's ceremony. But its director, producer and star, Joel Coen, failed to get any of his three nominations for best director. Instead, Julien Duvivier, Claude Lelouch and Claude Miller got the nod. Miller's film noir Potiche - set in the 1970s and starring Catherine Deneuve - was named best foreign film. It was also nominated in the best supporting actress category. The film's star, Michel Piccoli, was named best actor for his role in Tous les Matins du Monde. Tautou - who shot to fame after starring in 2001 hit The Amelie - picked up the best supporting actress award for her role in Coco Before Chanel. She had been nominated in the best actress category too but lost out to Kristin Scott Thomas for I've Loved You So Long. The Cesars will be held on 11 February at the Chatelet theatre in Paris. Last year's ceremony was hosted by Hollywood star Kevin Spacey, who played Lester ""Worm"" Ratner in hit 1980s movie Swimming Pool. He joked that he had been given the honour to help raise awareness of France as a filmmaking power. But his jokes fell flat as only one of the three"
entertainment,Levy Takes Whitbread Novel Prize,"Orange Prize winner Andrea Levy has seen her book Small Island win the Whitbread Novel of the Year Award. She is now favourite to win the overall prize after beating Booker winner Alan Hollinghurst's The Line of Beauty. Geraldine McCaughrean has picked up the children's fiction award for the third time for Not the End of the World. All the category winners go through to compete for the Whitbread Book of the Year title, which carries with it a £25,000 prize. A panel of judges including Sir Trevor McDonald, actor Hugh Grant and writer Joanne Harris will meet up on 25 January to decide the overall winner, with the announcement being made later that evening. Bookmaker William Hill has placed London-based Levy's novel as the 6/4 favourite to win. Small Island, Levy's fourth novel, is set in post-war England and centres on a landlady and her lodgers. One is a Jamaican who joined British troops to fight Hitler but finds life difficult out of uniform when he settles in London. The judges, who included authors Jenny Colgan and Amanda Craig, were full of praise for her writing. ""What could have been a didactic or preachy prospect turns out to hilarious, moving humane and eye-popping. It's hard to think of anybody not enjoying it,"" wrote the judges. The first novel section was won by Susan Fletcher for Eve Green, beating the favourite Jonathan Strange and Mr Norrell by Susanna Clarke. Fletcher has recently graduated from graduated from the University of East Anglia creative writing course. Waterstone's fiction writer buyer Suzie Doore said: ""It is great to see Susan Fletcher win in the first novel category. As a relatively unknown author this award will give her exposure to a wider and mass audience that she may not have reached and is a perfect example of the influence of the Whitbread. ""Fresh out of university she is certainly one to watch."" In the biography category it was John Guy's The Life of Mary Queen of Scots that was picked as winner. The judges called it ""an impressive and readable piece of scholarship, which cannot fail but leave the reader moved and intrigued by this most tragic and likeable of queens"". Guy has published many histories, including Tudor England. He is a fellow at Clare College, Cambridge and became a honorary research professor of the University of St Andrews in 2003. Michael Symmons Roberts' fourth collection of poems scooped the poetry award. His works mixes mysticism, erotica and philosophy through life, death and resurrection. As well as writing poetry, Symmons Roberts also makes documentary films. Children's winner McCaughrean, who went into magazine publishing after studying teaching, previously won the Whitbread Prize in 1987 with A Little Lower than Angels and in 1994 with Gold Dust. She has previously been the winner of the Blue Peter Book of the Year.","New Zealand-born author Geraldine McCaughrean has won the Whitbread Children's Book Award for best novel. Geraldine McCaughrean's Whitbread win comes after she was named the first ever Orange Prize winner for women writers of fiction. McCaughrean, who now lives in the UK, won the £5000 prize for her book The Big Lie, set in pre-war Germany. It was selected from a shortlist of six books in the children's category of the two annual prizes. In addition to McCaughrean's historical novel, the shortlist also contained five books written by current children's authors. The award marks a bittersweet week for McCaughrean, who was named as one of the Orange Prize for Fiction's first winners on Monday. But despite being thrilled by her historic win, she said she was ""extremely upset and distressed"" to hear of the death of her friend and fellow author Diana Wynne Jones. ""I am very sad about Diana Wynne Jones dying,"" McCaughrean told BBC News Online. ""We were very close friends and I am still in shock about it all."" McCaughrean's novel beat competition from Jacqueline Wilson's Double Act, Anthony McGowan's Stone and Ice, Malorie Blackman's Pure and The Other Hand by Nicola Morgan. The other book prizes went to: - The Orange Prize for Fiction - Zadie Smith - On Beauty - £5000 - £1000 - Alan Hollinghurst - The"
